phenoage_mean,phenoage_std,phenoage_min,phenoage_max,phenoage_accel_mean,phenoage_accel_std,age_mean
47.35235758125315,19.17014023975752,10.0,110.0,-0.5578065419832461,5.28956112985957,47.91016412323639
